raw_affiliation,DOI
"Servicio de Cardiología, Instituto de Investigación Sanitaria del Hospital Clínico San Carlos (IdISSC), Madrid, España.",1
"Servicio de Cirugía General Y del Aparato Digestivo, Parc de Salut Mar, Hospital del Mar,  P. Marítim 23-25, 08003, Barcelona, Spain",1
"Servicio de Cirugía Gastrointestinal (ICMDiM), Hospital Clínic de Barcelona, Universitat de Barcelona. Sección de Infección Quirúrgica, AEC, Barcelona, España",1
"Servicio de Cardiología. Hospital Universitario 12 de Octubre, Madrid, Spain. Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), Madrid, España. CIBERCV.",1
"Servicio de Cardiología. Hospital del Mar – Parc de Salut Mar, Barcelona. Grupo de Investigación Biomédica en Enfermedades del Corazón, IMIM (Instituto Hospital del Mar de Investigaciones Médicas), Barcelona, Spain",1
"Servicio de Cardiología. Hospital de la Santa Creu i Sant Pau, Barcelona. Spain",1
"Servicio de Cardiología. Hospital Universitario de Cabueñes, Gijón. Spain",1
"Servicio de Cardiología. Hospital Universitario de La Princesa, Madrid. Spain, CIBER-CV, IIS-IP, Universidad Autónoma de Mdrid, Spain",1
"Servicio de Cardiología. Hospital Universitario de Badajoz. Badajoz, Spain",1
"Servicio de Cardiología. Hospital Universitario Central de Asturias. Oviedo. Spain. Instituto de Investigación Sanitaria del Principado de Asturias, ISPA, Oviedo, Spain, University of Oviedo, Oviedo, Spain",1
"Servicio de Cardiología. Hospital General Universitario de Toledo, Toledo, Spain",1
"Servicio de Cardiología. Hospital Clínico San Carlos, IdISSC and Universidad Complutense de Madrid, Madrid. Spain",1
"Servicio de Cardiología. Hospital Clinic de Barcelona, Barcelona. Spain",1
"Servicio de Cardiología. Complejo Hospitalario Universitario de Burgos, Burgos, España",1
"Servicio de Cardiología, Virgen del Rocío, Sevilla, Spain",1
"Servicio de Cardiología, Instituto de Investigación Sanitaria del Hospital Clínico San Carlos (IdISSC), Madrid, Spain.",1
"Servicio de Cirugía General y Aparato Digestivo, Hospital de Granollers, Universitat Internacional de Catalunya, Spain",1
"Servicio de Hematología, Consorcio Hospital General Universitario de Valencia. Fundación de Investigación Hospital General Universitario de Valencia Valencia Spain",1
"Servicio de Hematología, Consorcio Hospital General Universitario de Valencia, Fundación de Investigación Hospital General",1
"Servicio de Hematología y Hemoterapia, Hospital Clínico Universitario de Valladolid, 47003 Valladolid, Spain",1
Servicio de Hematología IMIM Hospital del Mar Research Institute  Barcelona Spain,1
"Servicio de Geriatría, Hospital del Mar, Barcelona, España",1
"Servicio de Geriatría, Hospital Universitario de Getafe, Madrid, España",1
"Servicio de Genética, Instituto de Investigaciones Médicas Hospital del Mar (IMIM)/Universitat Pompeu Fabra, Barcelona, Spain",1
"Servicio de Genética, Hospital del Mar, Programa de Neurociencias, Instituto Hospital del Mar de Investigaciones Médicas (IMIM) , 08003 Barcelona , Spain",1
"Servicio de Genética, Hospital del Mar Research Institute (IMIM), Barcelona, Spain",1
"Servicio de Genética Clínica, Hospital Universitario Gregorio Marañon, Madrid, Spain",1
"Servicio de Farmacología Clínica, Hospital Universitario Puerta de Hierro Majadahonda, Instituto de Investigación Sanitaria Segovia de Arana, Madrid, España.",1
"Servicio de Farmacia. Hospital del Mar, Barcelona, España.",1
"Servicio de Farmacia, Hospital del Mar, Instituto Municipal de Investigación Médica (IMIM-Hospital del Mar), Barcelona, Spain",1
"Servicio de Farmacia, Hospital del Mar, Barcelona, Spain",1
"Servicio de Farmacia, Hospital del Mar de Barcelona, Spain",1
"Servicio de Dermatología, Hospital Sagrat Cor, Barcelona, España",1
"Servicio de Farmacia, Hospital Universitario Virgen del Rocío, Sevilla, España",1
"Servicio de Farmacia, Hospital Gregorio Marañón, Madrid, Spain",1
"Servicio de Farmacia, Hospital Gregorio Marañón, Madrid, España",1
"Servicio de Farmacia, Hospital General Universitario de Ciudad Real, Ciudad Real, Spain",1
"Servicio de Farmacia, Hospital General Universitario de Ciudad Real, Ciudad Real, España",1
"Servicio de Farmacia, Complejo Hospitalario Universitario de Santiago de Compostela, Santiago de Compostela, Spain",1
"Servicio de Farmacia, Complejo Hospitalario Universitario de Santiago de Compostela, Santiago de Compostela, España",1
"Servicio de Farmacia, Complejo Hospitalario Universitario A Coruña, La Coruña, Spain",1
"Servicio de Farmacia, Complejo Hospitalario Universitario A Coruña, La Coruña, España",1
"Servicio de Farmacia Hospitalaria, Hospital del Mar, Barcelona, Spain",1
"Servicio de Farmacia Hospitalaria, Hospital del Mar, Barcelona, España",1
"Servicio de Farmacia Hospitalaria, Hospital Universitario Doctor Peset, Valencia, Spain",1
"Servicio de Farmacia Hospitalaria, Hospital Universitario Doctor Peset, Valencia, España",1
"Servicio de Evaluación y Planificación del Servicio Canario de la Salud, Canary Islands, Tenerife, Spain",1
"Servicio de Epileptologia de Hospital del Mar, Barcelona, Spain",1
"Servicio de Farmacia, Hospital Universitario Virgen del Rocío, Sevilla, Spain",1
"Servicio de Medicina Intensiva, Hospital del Mar, Parc de Satlut Mar, GREPAC, IMIM, Barcelona, España",1
"Servicio de Medicina Intensiva, Hospital del Mar, Barcelona, España",1
"Servicio de Medicina Intensiva, Hospital Vall d'Hebrón, Barcelona, Spain",1
"Servicio de Medicina Intensiva, Hospital Vall d'Hebrón, Barcelona, España",1
"Servicio de Medicina Intensiva, Hospital Universitario del Mar, Barcelona, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario del Mar, Barcelona, España",1
"Servicio de Medicina Intensiva, Hospital Universitario de Sanchinarro de Madrid, Madrid, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario de Sanchinarro de Madrid, Madrid, España",1
"Servicio de Medicina Intensiva, Hospital Universitario de Jerez, Departamento de Medicina, Facultad de Medicina de Cádiz, Jerez de la Frontera, Cádiz, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario de Jerez, Departamento de Medicina, Facultad de Medicina de Cádiz, Jerez de la Frontera, Cádiz, España",1
"Servicio de Medicina Intensiva, Hospital Universitario Son Espases, IdISBa, CIBERINFEC, Palma de Mallorca, Spain.",1
"Servicio de Medicina Intensiva, Hospital Universitario Marqués de Valdecilla. Santander, España",1
"Servicio de Medicina Intensiva, Hospital Universitario Joan XXIII de Tarragona, Tarragona, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario Joan XXIII de Tarragona, Tarragona, España",1
"Servicio de Medicina Intensiva, Hospital Universitario HM Sanchinarro, Hospitales Madrid, 28050 Madrid, Spain",1
"Servicio de Infecciosas, Hospital del Mar, Barcelona, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario Dr. Peset, Valencia, España",1
"Servicio de Medicina Intensiva, Hospital Universitario 12 de Octubre, Madrid, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario 12 de Octubre, Madrid, España",1
"Servicio de Medicina Intensiva, Hospital La Fe de Valencia, Valencia, Spain",1
"Servicio de Medicina Intensiva, Hospital La Fe de Valencia, Valencia, España",1
"Servicio de Medicina Intensiva, Complexo Hospitalario Universitario de Ourense, Ourense, Spain",1
"Servicio de Medicina Intensiva, Complexo Hospitalario Universitario de Ourense, Ourense, España",1
"Servicio de Medicina Infecciosas, Hospital del Mar de Barcelona, Spain",1
"Servicio de Medicina Física y Rehabilitación, Hospital del Mar, Barcelona, España; Grupo de Investigación en Rehabilitación, Hospital del Mar Medical Research Instiute, Barcelona, España. Electronic address: ccacunapardo@psmar.cat.",1
"Servicio de Medicina Física y Rehabilitación, Hospital del Mar, Barcelona, España; Grupo de Investigación en Rehabilitación, Hospital del Mar Medical Research Instiute, Barcelona, España.",1
"Servicio de Medicina Física y Rehabilitación, Hospital del Mar, Barcelona, España.",1
"Servicio de Medicina Física y Rehabilitación, Hospital Vall d'Hebron, Barcelona, España.",1
"Servicio de Laboratorio Médico, Hospital Universitario Virgen Macarena, Sevilla, España",1
"Servicio de Informática Clínica, Hospital Clínic, Barcelona, Spain",1
"Servicio de Información y Control de Gestión, Hospital Universitario 12 de Octubre, Madrid, Spain",1
"Servicio de Medicina Intensiva, Hospital Universitario Dr. Peset, Valencia, Spain",1
"Servicio de Dermatología. Hospital Universitario Fundación Jiménez Díaz, Madrid, España",1
"Servicio de Dermatología. Hospital Universitario Araba. Universidad del País Vasco, Vitoria, España",1
"Servicio de Dermatología. Hospital Universitario 12 de Octubre, Madrid, España",1
"Servicio de Dermatología. Hospital General Universitario de Valencia, Valencia, España",1
"Servicio de Dermatología. Hospital General Universitario de Alicante, Alicante, España",1
"Servicio de Dermatología. Hospital General Universitario Jose Mª Morales Meseguer, Murcia, España",1
"Servicio de Dermatología. Complejo Hospitalario de Navarra, Pamplona, España",1
"Servicio de Dermatología. Complejo Hospitalario Universitario de Toledo, Toledo, España",1
"Servicio de Dermatología. Complejo Hospitalario Universitario de Santiago. Universidad de Santiago de Compostela, Santiago de Compostela, España",1
"Servicio de Dermatología. Complejo Asistencial Universitario de León, León, España",1
"Servicio de Dermatología, Parc de Salut Mar, Barcelona",1
"Servicio de Dermatología, Hospital del Mar, Instituto Municipal de Investigación Médica (IMIM-Hospital del Mar), Barcelona, Spain",1
"Servicio de Dermatología, Hospital del Mar, IMIM, Universitat Autònoma, Barcelona, Spain",1
"Servicio de Dermatología, Hospital del Mar, IMIM, Barcelona, España",1
"Servicio de Dermatología, Hospital del Mar, Barcelona. Passeig Marítim 25-29, 08003, Barcelona, España. Electronic address: andrea.ciudad.moro@psmar.cat.",1
"Servicio de Epidemiología y Evaluación, Instituto Hospital del Mar de Investigación Médica, Barcelona, Spain",1
"Servicio de Dermatología, Hospital de la Santa Creu i Sant Pau, Barcelona, España",1
"Servicio de Dermatología, Hospital de La Santa Creu i San Pau, Barcelona, España",1
"Servicio de Dermatología, Hospital Universitario de Valencia, Valencia, España",1
"Servicio de Dermatología, Hospital Universitario de La Princesa, Madrid, España",1
"Servicio de Dermatología, Hospital Universitario de Guadalajara, Guadalajara, Spain",1
"Servicio de Dermatología, Hospital Universitario de Fuenlabrada, Madrid, España",1
"Servicio de Dermatología, Hospital Universitario Ramón y Cajal, Departamento de Medicina, Facultad de Medicina, Universidad de Alcalá, IRYCIS, Madrid, Spain",1
"Servicio de Dermatología, Hospital Universitario La Fe, Valencia, España",1
"Servicio de Dermatología, Hospital Universitario Insular de Gran Canaria. Universidad de Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, España",1
"Servicio de Dermatología, Hospital Universitario Infanta Sofia, Madrid, España",1
"Servicio de Dermatología, Hospital Universitario De Araba, Vitoria, España",1
"Servicio de Dermatología, Hospital Universitario 12 de octubre, Madrid, Spain",1
"Servicio de Dermatología, Hospital Universitario 12 de Octubre, Madrid, España",1
"Servicio de Dermatología, Hospital Universitari Germans Trías i Pujol (HUGiT), Badalona, España",1
"Servicio de Dermatología, Hospital Universitari Germans Trias i Pujol, Badalona, España",1
"Servicio de Dermatología, Hospital del Mar, Barcelona. Passeig Marítim 25-29, 08003, Barcelona, España.",1
"Servicio de Enfermedades Infecciosas. Hospital del Mar, Barcelona, España.",1
"Servicio de Enfermedades Infecciosas, Hospital del Mar-IMIM , Barcelona , Spain",1
"Servicio de Enfermedades Infecciosas, Hospital del Mar, Hospital del Mar Research Institute, Universitat Pompeu Fabra (UPF) Barcelona, Spain. CIBERINFEC, Instituto de Salud Carlos III, Madrid, Spain.",1
"Servicio de Enfermedades Infecciosas, Hospital del Mar, Barcelona, España. Electronic address: mariadelaesperanza.canas.ruano@psmar.cat.",1
"Servicio de Enfermedades Infecciosas, Hospital Universitari de Bellvitge, L'Hospitalet de Llobregat, Barcelona, España.",1
"Servicio de Enfermedades Infecciosas, Hospital Clinic , Barcelona , Spain",1
"Servicio de Endocrinología, Hospital del Mar, Barcelona, España",1
"Servicio de Endocrinología, Hospital Clínico San Carlos Clínico, Madrid, Spain",1
"Servicio de Endocrinología y Nutrición, Hospital del Mar, Barcelona, Spain",1
"Servicio de Endocrinología y Nutrición, Hospital de la Santa Creu i Sant Pau Universitat Autònoma de Barcelona  Barcelona Spain",1
"Servicio de Endocrinología y Nutrición, Hospital de Montecelo, Pontevedra, España",1
"Servicio de Endocrinología y Nutrición, Hospital Universitario Virgen de la Arrixaca, Murcia, España",1
"Servicio de Endocrinología y Nutrición, Hospital Universitario Ramón y Cajal. CIBER Fisiopatología de la Obesidad y Nutrición (CIBEROBN), Instituto de Salud Carlos III (ISCIII), Madrid, España",1
"Servicio de Endocrinología y Nutrición, Hospital Universitario Puerta de Hierro-Majadahonda, Madrid, España",1
"Servicio de Endocrinología y Nutrición, Hospital Universitario Lucus Augusti, Lugo, España",1
"Servicio de Dermatología. Hospital Universitario Germans Trias i Pujol, Badalona, España",1
"Servicio de Endocrinología y Nutrición, Hospital Ramón y Cajal, Madrid, España",1
"Servicio de Endocrinología y Nutrición, Hospital Puerta del Mar, Cádiz, España",1
"Servicio de Endocrinología y Nutrición, Hospital Clínico, Universidad de València, Valencia, España",1
"Servicio de Endocrinología y Nutrición, Hospital Clínico, Universidad de València, Departamento de Medicina, Universidad de Valencia, España",1
"Servicio de Endocrinología y Nutrición, Hospital Clínico, Universidad de València, Departamento de Medicina, Universidad de Valencia, CIBER de Diabetes y Enfermedades Metabólicas (CIBERDEM), ISCIII, Valencia, España",1
"Servicio de Digestología, Hospital del Mar, Barcelona, Spain",1
"Servicio de Dermatología. Hospital del Mar. Instituto Municipal de Asistencia Sanitaria, Barcelona, España",1
"Servicio de Dermatología. Hospital del Mar. Barcelona, España.",1
"Servicio de Dermatología. Hospital de la Santa Creu i Sant Pau, Barcelona, España",1
"Servicio de Dermatología. Hospital Universitario de La Princesa, Madrid, España",1
"Servicio de Dermatología. Hospital Universitario de Guadalajara, Guadalajara, España",1
"Servicio de Dermatología. Hospital Universitario de Gran Canaria Doctor Negrín. Universidad de Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, España",1
"Servicio de Dermatología. Hospital Universitario de Fuenlabrada, Madrid, España",1
"Servicio de Dermatología. Hospital Universitario La Fe, Valencia, España",1
"Servicio de Dermatología. Hospital Universitario Infanta Sofía, Madrid, España",1
"Servicio de Endocrinología y Nutrición, Hospital Universitario Araba Álava, Álava, España",1
"Universidad Católica de Valencia, Valencia, Spain",1
"Universidad Católica de Valencia San Vicente Mártir, Grupo de investigación MHG  Valencia Spain",1
"Universidad Catolica de Valencia San Vicente Martir , Valencia , Spain",1
